latin_name,english_name,french_name,url,light_from,light_to,bloom_start,bloom_end,soil_humidity_min,soil_humidity_max,min_height,max_height,size,stratification_detail,stratification_duration,sowing_depth,sowing_period,sharing_priority,harvesting_start,harvesting_end,harvesting_indicator,harvesting_mean,seed_head,remove_non_seed_material,viability_test,seed_storage,one_cultivar,packaging_measure,dormancy,seed_preparation,hyperlink,envelope_label_link,harvesting_video_link,seed_picture_link,pods_seed_head_picture_link,seed_storage_label_info,notes,germinate_easy,rock_garden,rain_garden,pond_edge,shoreline_rehab,container_suitable,ground_cover,garden_edge,woodland_garden,wind_break_hedge,erosion_control
Geranium maculatum,Wild geranium,Géranium maculé,https://www.prairiemoon.com/geranium-maculatum-wild-geranium-prairie-moon-nursery.html,Full Sun,Full Shade,5,7,Medium,,12,24,"1-2’ tall, 1-2’ wide",Cold moist 60d,60,Just below surface,,1 - Give in priority,6,7,Seeds easily spring away from plant when you touch the pod,"Put a bag around the pod to capture the seeds, then touch the pod",Pod,Yes,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded ¼ teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=GERANIUM%20MACULATUM,https://docs.google.com/document/d/1D1L3dGdC_2PCTkjkbHaftN5xgVozl7BV5MDn2fMlSGI/edit,https://youtu.be/iX8FFHNafeU?si=QYEN5tviGIz-HFjS,,https://drive.google.com/file/d/1Yli_m1p79HAjyqyYiVaI9C282qggGbXN/view?usp=sharing,,,1,,,,,1,1,,,,
Geranium robertianum,Herb-Robert,Géranium de Robert,https://gobotany.nativeplanttrust.org/species/geranium/robertianum/,Full Sun,Part Shade,6,10,Medium,,,18,"1.5’ tall, 1.5’ wide",Cold moist 30d,30,Surface,,1 - Give in priority,8,12,Seeds easily spring away from plant when you touch the pod,"Put a bag around the pod to capture the seeds, then touch the pod",Pod,Yes,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",1 rounded ⅛ teaspoon,,,,https://docs.google.com/document/d/12L1z02zFB6R7m0saAXboXyEetH814MRHbT3LctOztnU/edit,,,,,,1,,,,,,,,,,
Geum Canadense,Canada avens ,Benoîte du Canada,https://www.prairiemoon.com/geum-canadense.html,Part Shade,Full Shade,5,7,Medium,,12,36,"1-3’ tall, 1-2’ wide",Cold moist 60d,60,Just below surface,,"2 - Give us seeds in second priority, after donating priority 1 seeds first",8,8,"Pods are brown and crisp and starting to open, seeds are dark and tiny stem attaching to the main stem is brown. Seeds easily fall off pod when shaken, and little stem connecting the pod to the main stem is brown (not green)",Shake seed head in paper bag,Head,No,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",Six (6) seeds (eyeball),,,,https://docs.google.com/document/d/1JADNKUkSYolMAs38tudJ2PY6DwzTY-bT6DUigZQ7vMw/edit?sharingaction=ownershiptransfer,,,,,,,,,,,,,,,,
Geum laciniatum,Rough avens ,Benoîte laciniée,https://www.wildflower.org/plants/result.php?id_plant=GELA,Full Sun,Part Shade,5,6,Medium,Wet,18,36,1.5-3’ tall,Cold moist 30d,30,Just below surface,,"No thanks, we have enough already",8,8,,,,,,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded 1/32 teaspoon,,,,https://docs.google.com/document/d/1wEFRFsH_57n8jBsFHOoMn2Su_uTJu1cIvjSguAlg4So/edit?usp=sharing,,,,,"The spiny green centers of the flowers will eventually turn dry and brown, attaching to fur or clothing because of their barbs. Cut them when they become completely dry.",,,,,,,,,,,
Geum rivale,Water avens ,Benoîte des ruisseaux,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=286350,Full Sun,Part Shade,5,8,Medium,Wet,9,18,"0.75-1.5’ tall, 0.5-1’ wide",Cold moist 30d,30,Just below surface,,1 - Give in priority,7,8,"Pods are brown and crisp and starting to open, seeds are dark and tiny stem attaching to the main stem is brown. Seeds easily fall off pod when shaken, and little stem connecting the pod to the main stem is brown (not green)",Shake seed head in paper bag,Fluff,No,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded 1/32 teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=GEUM%20RIVALE,https://docs.google.com/document/d/1T1yxNQv8owDYt_Gtt2i4UujpfA_73uBry-sFoZudL5I/edit?usp=sharing,,,,,,,,,,,,,,,,
Geum triflorum,Prairie smoke,Benoîte à trois fleurs,https://www.prairiemoon.com/geum-triflorum-prairie-smoke-prairie-moon-nursery.html,Full Sun,Part Shade,5,6,Dry,Medium,6,18,"0.5-1.5’ tall, 0.5-1’ wide",Cold moist 60d,60,Just below surface,,1 - Give in priority,6,7,Seeds have become fluffy and can be easily removed by shaking on gently pulling off from stem,Use hand to detach from main stem,Fluff,No,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded 1/32 teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=GEUM%20TRIFLORUM,https://docs.google.com/document/d/1rxWfadgqclYqO9B05g7FXmS9j3klnLO1h-07nJMmTTQ/edit,,https://drive.google.com/file/d/1R_Shn7gX6AaSiPKJmHZNhU-6xiL4TBYH/view?usp=sharing,,,,1,,,,,1,,,,,
Gillenia trifoliata,Bowman's root ,Gillénie trifoliée,https://plants.ces.ncsu.edu/plants/gillenia-trifoliata/,Full Sun,Part Shade,5,6,Medium,,24,36,"2-3’ tall, 1.5-3’ wide",Cold moist 60d,60,⅛”,,1 - Give in priority,8,10,"Pods are brown and crisp and starting to open, seeds are dark and tiny stem attaching to the main stem is brown. Seeds easily fall off pod when shaken, and little stem connecting the pod to the main stem is brown (not green)","Cut stem (including pods), let air dry in paper bag, then shake seeds off after a few days",Pod,No,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",1 rounded 1/32 teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=GILLENIA%20TRIFOLIATA,https://docs.google.com/document/d/1EHX4tbjAWt1TJiUfEQT-JT0wxU7M88UdzWxDHwIykEw/edit?usp=sharing,,,,,,1,,,,,,,,,,
Glyceria canadensis,Canada mannagrass ,Glycérie du Canada,https://www.prairiemoon.com/glyceria-canadensis-rattlesnake-grass-prairie-moon-nursery.html,Full Sun,Part Shade,6,8,Medium,Wet,24,48,2-4’ tall,,,Surface,Direct sow in late spring in warm soil,1 - Give in priority,9,9,Seeds easily fall off when you gently pull them off,Use hand to detach from main stem,Head,Yes,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded 1/32 teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=GLYCERIA%20CANADENSIS,https://docs.google.com/document/d/1IVXrQ9TfAL9IoEZZHJHtipqF_NFc7juL4EutMSYZfm4/edit?usp=sharing,,,,,,,,,1,1,,,,,,
Gymnocladus dioicus,Kentucky coffeetree ,Chicot févier,https://plants.ces.ncsu.edu/plants/gymnocladus-dioicus/,Full Sun,,5,6,Medium,,720,960,"60-80’ tall, 40-55’ wide",,,1”,Warm soil,1 - Give in priority,10,10,Pods are brown and slightly open,Shake seed head in paper bag,Pod,No,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded 1/32 teaspoon,,"Scarify, then soak for 24h",https://wildplantsfromseed.com/html/speciesdata.php?name=GYMNOCLADUS%20DIOICUS,https://docs.google.com/document/d/1qi82_EJHU68Hst1hlJis-bie5XCvV39JQSes-PvsSBU/edit,,,,,Need a male and a female tree,,,,,,,,,,,
Hackelia virginiana,Virginia stickseed ,Hackélia de Virginie,https://www.illinoiswildflowers.info/woodland/plants/stickseed.htm,Part Shade,Full Shade,6,8,Medium,,24,36,2-3’ tall,,,,,"2 - Give us seeds in second priority, after donating priority 1 seeds first",8,10,Seeds easily fall off when you gently pull them off,Shake seed head in paper bag,Head,No,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",1 rounded 1/32 teaspoon,,,,https://docs.google.com/document/d/1k1GutKpgNzz8-Rza5-DvUdgZ75ghSTmvglq9-4hc_KY/edit?usp=sharing,,,,,,,,,,,,,,,,
Helenium autumnale,Common sneezeweed,Hélénie automnale,https://www.prairiemoon.com/helenium-autumnale-sneezeweed-prairie-moon-nursery.html,Full Sun,Part Shade,8,10,Medium,Wet,36,60,"3-5’ tall, 2-3’ wide",,,Surface,Late spring in warm soil,"No thanks, we have enough already",9,9,Seeds easily fall off when you gently pull them off,Shake seed head in paper bag,Head,Yes,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",1 rounded ¼ teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=HELENIUM%20AUTUMNALE,https://docs.google.com/document/d/1mmL0Aivz6X3a7x_VP-4gkyglDrQz3p2FLdbd84cM61M/edit,https://youtube.com/shorts/yxZ9Nehqt1Y?si=gmEJuBt9TxpArYGn,,,,,1,,,,,1,,,,,
Helianthus divaricatus,Woodland sunflower,Hélianthe à feuilles étalées,https://www.prairiemoon.com/helianthus-divaricatus-woodland-sunflower-prairie-moon-nursery.html,Part Shade,Full Shade,7,9,Dry,Medium,24,72,"2-6’ tall, 1-3’ wide",Cold moist 30d,30,⅛”,,1 - Give in priority,9,9,Seeds easily fall off when you gently pull them off,Shake seed head in paper bag,Head,Yes,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",Six (6) seeds (eyeball),,,https://wildplantsfromseed.com/html/speciesdata.php?name=HELIANTHUS%20DIVARICATUS,https://docs.google.com/document/d/1kMgTrhSaSBqbhKgSMRq4Qsu3uqeUPcCHEC4LNp4iNBA/edit,,,,,,,,,,,1,,,,,
Helianthus giganteus,Giant sunflower,Hélianthe géant,https://www.prairiemoon.com/helianthus-giganteus-tall-sunflower-prairie-moon-nursery.html,Full Sun,Part Shade,7,9,Medium,,96,96,"8’ tall, 3-4’ wide",Cold moist 30d,30,½”,,1 - Give in priority,9,11,Seeds easily fall off when you gently pull them off,Shake seed head in paper bag,Head,Yes,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",A dozen (12) seeds (eyeball),,,,https://docs.google.com/document/d/1kRTXOdM6-5IQd6drIJ-AM7AzyQgxInq2iTQhDFCChTg/edit,,,,,,,,,,,1,,,,,
Helianthus tuberosus,Jerusalem artichoke ,Topinambour,https://www.wildflower.org/plants/result.php?id_plant=HETU,Full Sun,Part Shade,8,9,Dry,Medium,60,120,"6-10’ tall, 3-5’ wide",,,¼”,,1 - Give in priority,,0,,,,,,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",A dozen (12) seeds (eyeball),,,https://oaksummitnursery.ca/products/jerusalem-artichoke-seeds-helianthus-tuberosus-sunchoke-15-seeds?srsltid=AfmBOoowaIKT53ee2w7t1Tqdid18yvrMaEDo_-sgO7AwMvG1EKyb6xZN,https://docs.google.com/document/d/197mmkHGM0f3qvBJfQ1NtGJlwfLFR0REeHw-eBwpMw0s/edit?usp=sharing,,,,,,,,,,,,,,,,
Heliopsis helianthoides,False sunflower,Héliopsis faux-hélianthe,https://www.prairiemoon.com/heliopsis-helianthoides-early-sunflower-prairie-moon-nursery.html,Full Sun,Part Shade,6,9,Dry,Medium,36,72,"3-6’ tall, 2-4’ wide",Cold moist 30d,30,¼”,,1 - Give in priority,9,9,"Seeds are dark and dry, and easily fall off when you gently pull them off",Shake seed head in paper bag,Head,Yes,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded ¼ teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=HELIOPSIS%20HELIANTHOIDES,https://docs.google.com/document/d/1-3eJb1dK0gSV1JJifzc_vCUnSPsWFXh0HgpMgWu0kUM/edit?usp=sharing,https://www.youtube.com/watch?v=hqpEMILOUfU,,,,,1,,,,,1,,,,,
Hepatica acutiloba,Sharp-lobed hepatica ,Hépatique à lobes aigus,https://www.prairiemoon.com/hepatica-acutiloba-sharp-lobed-hepatica,Part Sun,Full Shade,4,5,Medium,,72,96,"6-8” tall, 5-6” wide",,,Just below surface,,1 - Give in priority,5,6,Seeds easily fall off when you gently pull them off,Use hand to detach from main stem,Head,,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded ¼ teaspoon,Double dormancy,,https://wildplantsfromseed.com/html/speciesdata.php?name=ANEMONE%20ACUTILOBA,https://docs.google.com/document/d/1_EYdkFmMz0YrxEIrfpXQ4fahR_AzF4RFY9vZnmEmHaw/edit?usp=sharing,,,,Keep seeds moist in fridge,,,,,,,,,,,,
Hepatica americana,Round-lobed hepatica,Hépatique d'Amérique,https://www.prairiemoon.com/hepatica-americana-round-lobed-hepatica,Part Sun,Full Shade,4,5,Medium,,72,108,"6-9” tall, 6-9” wide",,,Just below surface,,1 - Give in priority,5,6,Seeds easily fall off when you gently pull them off,Use hand to detach from main stem,Head,,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",1 rounded ¼ teaspoon,Double dormancy,,https://wildplantsfromseed.com/html/speciesdata.php?name=HEPATICA%20AMERICANA,https://docs.google.com/document/d/1Y2uIXsTB2ye0yHqLFD9TE6ZYOGwwsyi1EIeXppYpGHg/edit?usp=sharing,,,,Keep seeds moist in fridge,,,,,,,,,,,,
Heracleum maximum,American cow parsnip ,Berce laineuse,https://www.prairiemoon.com/heracleum-maximum-cow-parsnip-prairie-moon-nursery.html,Full Sun,Part Shade,6,7,Medium,,48,48,4-8’ tall,,,,,1 - Give in priority,8,8,"Seeds are dark and dry, and easily fall off when you gently pull them off",Shake seed head in paper bag,Head,No,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",1 rounded ⅛ teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=HERACLEUM%20MAXIMUM,https://docs.google.com/document/d/1wNpDFB7I3I9N-1XBy5PNIBRN8d1ATeF2haOn11aGH4M/edit#,,,,Double dormancy,Be careful the sap is toxic and can cause blistering itchy rash.,,,,,,,,,,,
Heuchera americana,American alumroot ,Heuchère d'Amérique,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=k460,Full Sun,Part Shade,6,8,Medium,,12,24,"1-2’ tall, 1-1.5’ wide",Cold moist 30d,30,Just below surface,,1 - Give in priority,8,10,"Seeds are dark and dry, and easily fall off when you gently pull them off",Shake seed head in paper bag,Pod,No,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded ⅛ teaspoon,,,,https://docs.google.com/document/d/1CHqC8P-yJOfaom8gamqwyQDoJ5LV-NGlWBQhW6T4Qos/edit?usp=sharing,,,,,Confirm not Heuchera vilosa,1,,,,,,,,,,
Hibiscus moscheutos,Swamp rose-mallow ,Ketmie des marais,https://www.prairiemoon.com/hibiscus-moscheutos-swamp-rose-mallow-prairie-moon-nursery.html,Full Sun,Part Shade,7,9,Medium,Wet,,60,"5’ tall, 2-3’ wide",Cold moist 60d,60,¼”,,1 - Give in priority,8,8,Pods are slightly open and seeds inside are dark,"Cut stem (including pods), let air dry in paper bag, then shake seeds off after a few days",Pod,No,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",1 rounded ⅛ teaspoon,,,,https://docs.google.com/document/d/12WDVXUH_O0WZEV_TBcONwgADQJCW89HeKFn9IlmsDM8/edit,,,,,,1,,,,,,,,,,
